fdc_id,description,Retinol (UG),Lycopene (UG),cis_Lycopene (UG),trans_Lycopene (UG),Carotene_beta (UG),cis_beta_Carotene (UG),trans_beta_Carotene (UG),Vitamin_E_alpha_tocopherol (MG),Tocopherols_and_tocotrienols (MG),Cryptoxanthin_beta (UG),Choline_total (MG),Carotene_alpha (UG),Vitamin_K_phylloquinone (UG),Zeaxanthin (UG),Lutein (UG),Lutein_plus_zeaxanthin (UG),cis_Lutein/Zeaxanthin (UG),Vitamin_D_D2_plus_D3 (UG),Vitamin_A_RAE (UG)
2710185,Flaxseed oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.2,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0
2710186,Olive oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,20.88,0.0,0.3,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2710187,Peanut oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23,15.23,0.0,0.1,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
2710188,Canola oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17.3,0.0,0.2,0.0,71.3,0.0,0.0,0.0,0.0,0.0,0.0
2710189,Safflower oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95,45.95,0.0,0.2,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0
2710190,Sesame oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.2,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
2710191,Soybean oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,0.0,0.2,0.0,183.9,0.0,0.0,0.0,0.0,0.0,0.0
2710192,Sunflower oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.48,68.48,0.0,0.2,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
2710193,Walnut oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2710194,Wheat germ oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,149.4,0.0,20.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0
2710195,"Salad dressing, NFS, for salads",13.0,0.0,0.0,0.0,14.0,14.0,14.0,2.22,2.22,1.0,32.8,0.0,134.3,21.0,21.0,21.0,21.0,0.1,15.0
2710196,"Salad dressing, NFS, for sandwiches",13.0,0.0,0.0,0.0,6.0,6.0,6.0,2.93,2.93,4.0,30.3,0.0,138.8,15.0,15.0,15.0,15.0,0.2,14.0
2710197,Blue or roquefort cheese dressing,14.0,0.0,0.0,0.0,4.0,4.0,4.0,4.28,4.28,1.0,17.9,1.0,85.9,26.0,26.0,26.0,26.0,0.1,14.0
2710198,Bacon and tomato dressing,4.0,2597.0,2597.0,2597.0,92.0,92.0,92.0,4.0,4.0,52.0,16.4,0.0,69.1,29.0,29.0,29.0,29.0,0.0,11.0
2710199,Caesar dressing,9.0,0.0,0.0,0.0,2.0,2.0,2.0,4.74,4.74,1.0,15.6,1.0,104.8,22.0,22.0,22.0,22.0,0.1,9.0
2710200,Coleslaw dressing,16.0,0.0,0.0,0.0,4.0,4.0,4.0,3.08,3.08,1.0,14.6,2.0,66.1,48.0,48.0,48.0,48.0,0.0,17.0
2710201,French or Catalina dressing,0.0,373.0,373.0,373.0,232.0,232.0,232.0,5.0,5.0,92.0,4.6,0.0,121.4,0.0,0.0,0.0,0.0,0.0,23.0
2710202,Honey mustard dressing,10.0,0.0,0.0,0.0,18.0,18.0,18.0,3.53,3.53,7.0,20.7,1.0,70.0,41.0,41.0,41.0,41.0,0.1,12.0
2710203,"Italian dressing, made with vinegar and oil",0.0,16.0,16.0,16.0,21.0,21.0,21.0,2.19,2.19,2.0,2.6,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0
2710204,"Mayonnaise, regular",15.0,0.0,0.0,0.0,6.0,6.0,6.0,3.28,3.28,4.0,34.2,0.0,163.0,12.0,12.0,12.0,12.0,0.2,16.0
2710205,Vegan mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14.6,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0
2710206,Russian dressing,0.0,3576.0,3576.0,3576.0,320.0,320.0,320.0,3.32,3.32,49.0,4.6,2.0,53.7,173.0,173.0,173.0,173.0,0.0,29.0
2710207,Mayonnaise-type salad dressing,5.0,0.0,0.0,0.0,6.0,6.0,6.0,1.55,1.55,4.0,14.6,0.0,42.2,28.0,28.0,28.0,28.0,0.0,5.0
2710208,Avocado dressing,10.0,0.0,0.0,0.0,3.0,3.0,3.0,4.6,4.6,1.0,3.6,1.0,96.7,39.0,39.0,39.0,39.0,0.0,10.0
2710209,Creamy Italian dressing,2.0,14.0,14.0,14.0,20.0,20.0,20.0,2.19,2.19,2.0,7.1,0.0,67.7,3.0,3.0,3.0,3.0,0.0,4.0
2710210,Poppy seed dressing,50.0,0.0,0.0,0.0,8.0,8.0,8.0,2.36,2.36,0.0,6.0,0.0,50.2,0.0,0.0,0.0,0.0,0.1,51.0
2710211,Sesame dressing,0.0,16.0,16.0,16.0,21.0,21.0,21.0,5.0,5.0,2.0,4.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0
2710212,Ranch dressing,13.0,0.0,0.0,0.0,14.0,14.0,14.0,2.22,2.22,1.0,32.8,0.0,134.3,21.0,21.0,21.0,21.0,0.1,15.0
2710213,Thousand Island dressing,4.0,2597.0,2597.0,2597.0,92.0,92.0,92.0,4.0,4.0,52.0,4.6,2.0,69.1,29.0,29.0,29.0,29.0,0.0,14.0
2710214,Fruit dressing,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,15.0,0.0,1.7,3.0,3.0,3.0,3.0,0.9,165.0
2710215,"Salad dressing, light, NFS",5.0,5.0,5.0,5.0,64.0,64.0,64.0,2.45,2.45,1.0,16.0,17.0,3.5,78.0,78.0,78.0,78.0,0.0,11.0
2710216,"Blue or roquefort cheese dressing, light",10.0,0.0,0.0,0.0,3.0,3.0,3.0,2.16,2.16,0.0,17.2,0.0,43.0,13.0,13.0,13.0,13.0,0.0,10.0
2710217,"Creamy Italian dressing, light",1.0,1.0,1.0,1.0,16.0,16.0,16.0,4.0,4.0,0.0,5.2,3.0,11.2,12.0,12.0,12.0,12.0,0.0,2.0
2710218,"French or Catalina dressing, light",0.0,2530.0,2530.0,2530.0,289.0,289.0,289.0,1.0,1.0,70.0,4.0,0.0,17.8,124.0,124.0,124.0,124.0,0.0,27.0
2710219,"Caesar dressing, light",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.71,0.71,0.0,17.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2710220,"Mayonnaise, light",5.0,0.0,0.0,0.0,30.0,30.0,30.0,2.19,2.19,3.0,9.0,0.0,53.7,27.0,27.0,27.0,27.0,0.0,8.0
2710221,"Mayonnaise, reduced fat,  with olive oil",5.0,0.0,0.0,0.0,30.0,30.0,30.0,2.19,2.19,3.0,9.0,0.0,53.7,27.0,27.0,27.0,27.0,0.0,8.0
2710222,"Mayonnaise-type salad dressing, light",2.0,0.0,0.0,0.0,3.0,3.0,3.0,0.72,0.72,2.0,14.6,0.0,19.5,13.0,13.0,13.0,13.0,0.0,2.0
2710223,"Honey mustard dressing, light",0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.46,1.46,5.0,4.9,0.0,13.3,4.0,4.0,4.0,4.0,0.0,1.0
2710224,"Italian dressing, light",0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.28,4.28,0.0,3.3,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0
2710225,"Ranch dressing, light",5.0,5.0,5.0,5.0,64.0,64.0,64.0,2.45,2.45,1.0,16.0,17.0,3.5,78.0,78.0,78.0,78.0,0.0,11.0
2710226,"Sesame dressing, light",0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.28,4.28,0.0,3.3,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0
2710227,"Thousand Island dressing, light",0.0,3097.0,3097.0,3097.0,154.0,154.0,154.0,1.0,1.0,65.0,16.0,0.0,27.6,100.0,100.0,100.0,100.0,0.0,16.0
2710228,Korean dressing or marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,5.69,0.0,8.2,0.0,29.9,6.0,6.0,6.0,6.0,0.0,0.0
2710229,"Blue or roquefort cheese dressing, fat free",5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,16.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0
2710230,"Caesar dressing, fat free",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2710231,"Creamy Italian dressing, fat free",0.0,4.0,4.0,4.0,34.0,34.0,34.0,0.75,0.75,9.0,5.8,0.0,1.7,1.0,1.0,1.0,1.0,0.0,4.0
2710232,"French or Catalina dressing, fat free",0.0,319.0,319.0,319.0,38.0,38.0,38.0,0.02,0.02,15.0,4.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.0
2710233,"Honey mustard dressing, fat free",4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.8,0.8,0.0,5.5,0.0,0.3,15.0,15.0,15.0,15.0,0.0,5.0
2710234,"Italian dressing, fat free",0.0,5.0,5.0,5.0,40.0,40.0,40.0,0.76,0.76,11.0,4.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,4.0
2710235,"Mayonnaise, fat free",0.0,0.0,0.0,0.0,30.0,30.0,30.0,2.19,2.19,0.0,9.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,2.0
2710236,"Ranch dressing, fat free",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,16.0,0.0,2.3,4.0,4.0,4.0,4.0,0.0,1.0
2710237,"Salad dressing, fat free, NFS",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,16.0,0.0,2.3,4.0,4.0,4.0,4.0,0.0,1.0
2710238,"Thousand Island dressing, fat free",0.0,1587.0,1587.0,1587.0,0.0,0.0,0.0,0.75,0.75,13.0,4.6,0.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0
2710239,"Bacon, for use with vegetables",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.0
2710240,"Ham, for use with vegetables",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,13.0
2710241,"Beef, for use with vegetables",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,102.6,0.0,1.6,0.0,0.0,0.0,0.0,0.1,2.0
2710242,"Chicken, for use with vegetables",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2710243,"Cream sauce, for use with vegetables",130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,6.4,0.0,1.3,0.0,0.0,0.0,0.0,0.6,130.0
2710244,"Cheese sauce, for use with vegetables",63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,3.2,0.0,0.5,0.0,0.0,0.0,0.0,0.1,63.0
2710245,"Gravy, for use with vegetables",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2710246,"Soy based sauce, for use with vegetables",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710247,"Tomato sauce, for use with vegetables",0.0,5558.0,5558.0,5558.0,104.0,104.0,104.0,1.72,1.72,1.0,4.0,0.0,7.1,10.0,10.0,10.0,10.0,0.0,9.0
2710248,"Avocado, for use on a sandwich",0.0,0.0,0.0,0.0,62.0,62.0,62.0,2.07,2.07,28.0,14.2,24.0,21.0,271.0,271.0,271.0,271.0,0.0,7.0
2710249,"Cucumber, for use on a sandwich",0.0,0.0,0.0,0.0,45.0,45.0,45.0,0.03,0.03,26.0,6.0,11.0,24.0,23.0,23.0,23.0,23.0,0.0,5.0
2710250,"Lettuce, for use on a sandwich",0.0,0.0,0.0,0.0,3617.0,3617.0,3617.0,0.17,0.17,0.0,10.5,1.0,73.9,1510.0,1510.0,1510.0,1510.0,0.0,302.0
2710251,"Mushrooms, for use on a sandwich",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710252,"Onions, for use on a sandwich",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,6.1,0.0,0.4,4.0,4.0,4.0,4.0,0.0,0.0
2710253,"Pepper, for use on a sandwich",0.0,0.0,0.0,0.0,916.0,916.0,916.0,0.98,0.98,248.0,5.6,20.0,6.2,196.0,196.0,196.0,196.0,0.0,88.0
2710254,"Spinach, for use on a sandwich",0.0,0.0,0.0,0.0,3400.0,3400.0,3400.0,2.03,2.03,0.0,19.3,0.0,482.9,6020.0,6020.0,6020.0,6020.0,0.0,283.0
2710255,"Tomatoes, for use on a sandwich",0.0,2813.0,2813.0,2813.0,397.0,397.0,397.0,0.58,0.58,6.0,7.0,61.0,7.5,103.0,103.0,103.0,103.0,0.0,32.0
2710256,"Bacon, for use on a sandwich",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.0
2710257,"Sugar, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710258,"Sugar, white, granulated or lump",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710259,"Sugar, white, confectioner's, powdered",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710260,"Sugar, brown",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710261,"Sugar, cinnamon",0.0,1.0,1.0,1.0,8.0,8.0,8.0,0.16,0.16,9.0,0.8,0.0,2.2,15.0,15.0,15.0,15.0,0.0,1.0
2710262,Sugar substitute and sugar blend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710263,"Sugar substitute, sucralose, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710264,"Sugar substitute, stevia, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710265,"Sugar substitute, stevia, liquid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710266,"Sugar substitute, monk fruit, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710267,"Sugar substitute, powder, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710268,"Sugar substitute, liquid, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710269,"Sugar substitute, saccharin, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710270,"Sugar substitute, saccharin, liquid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710271,"Sugar substitute, aspartame, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710272,"Syrup, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710273,Pancake syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710274,Corn syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710275,Blueberry syrup,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.01,0.0,0.2,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0
2710276,Chocolate syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.9,0.0,0.2,3.0,3.0,3.0,3.0,0.0,0.0
2710277,"Chocolate syrup, light",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.8,0.0,0.2,3.0,3.0,3.0,3.0,0.0,0.0
2710278,Simple syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710279,Strawberry drink syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710280,"Pancake syrup, light",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710281,Honey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710282,Agave liquid sweetener,0.0,0.0,0.0,0.0,94.0,94.0,94.0,0.98,0.98,0.0,13.3,0.0,22.5,0.0,0.0,0.0,0.0,0.0,8.0
2710283,Molasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710284,"Topping, butterscotch or caramel",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2710285,"Topping, chocolate",1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.63,0.0,5.5,0.0,2.5,4.0,4.0,4.0,4.0,0.0,1.0
2710286,"Topping, fruit",0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.1,0.1,0.0,9.8,0.0,0.7,9.0,9.0,9.0,9.0,0.0,1.0
2710287,"Topping, marshmallow",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710288,"Topping, nuts and syrup",0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.23,0.23,0.0,11.8,0.0,0.9,3.0,3.0,3.0,3.0,0.0,0.0
2710289,Chocolate hazelnut spread,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.96,4.96,0.0,17.6,0.0,1.9,10.0,10.0,10.0,10.0,0.0,1.0
2710290,"Icing, chocolate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710291,"Icing, white",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.0,2.3,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2710292,"Caramel dip, regular",128.0,0.0,0.0,0.0,25.0,25.0,25.0,0.04,0.04,1.0,8.4,0.0,1.0,0.0,0.0,0.0,0.0,0.1,130.0
2710293,"Caramel dip, light",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2710294,Chocolate dip,63.0,0.0,0.0,0.0,14.0,14.0,14.0,1.86,1.86,1.0,5.5,0.0,2.4,3.0,3.0,3.0,3.0,0.0,64.0
2710295,Dessert dip,160.0,0.0,0.0,0.0,1.0,1.0,1.0,0.37,0.37,0.0,25.1,0.0,1.0,3.0,3.0,3.0,3.0,0.4,160.0
2710296,Sweet and sour sauce,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.01,0.01,0.0,2.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0
2710297,Dessert sauce,71.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,1.0,1.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,73.0
2710298,Duck sauce,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.2,0.2,0.0,1.7,0.0,0.3,1.0,1.0,1.0,1.0,0.0,8.0
2710299,"Jam or jelly, NFS",0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.05,0.05,0.0,9.1,0.0,0.3,15.0,15.0,15.0,15.0,0.0,0.0
2710300,Jelly,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,10.3,0.0,0.3,22.0,22.0,22.0,22.0,0.0,0.0
2710301,Jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710302,Fruit butter,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.05,0.05,9.0,2.1,0.0,0.9,17.0,17.0,17.0,17.0,0.0,1.0
2710303,Marmalade,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.06,0.06,38.0,3.0,5.0,0.0,58.0,58.0,58.0,58.0,0.0,3.0
2710304,"Jam or jelly, sugar free",0.0,0.0,0.0,0.0,402.0,402.0,402.0,0.33,0.33,38.0,1.0,7.0,1.2,33.0,33.0,33.0,33.0,0.0,35.0
2710305,"Jam or jelly, reduced sugar",0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.21,0.21,0.0,4.2,0.0,1.6,20.0,20.0,20.0,20.0,0.0,0.0
2710306,"Jam or jelly, fruit juice sweetened",0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.13,0.13,0.0,2.5,0.0,1.0,12.0,12.0,12.0,12.0,0.0,1.0
2710307,Guava paste,0.0,1173.0,1173.0,1173.0,51.0,51.0,51.0,0.16,0.16,0.0,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,4.0
2710308,Sweet potato paste,0.0,0.0,0.0,0.0,2526.0,2526.0,2526.0,0.08,0.08,0.0,3.8,2.0,0.1,0.0,0.0,0.0,0.0,0.0,210.0
2710309,"Bean paste, sweetened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,21.9,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2710310,Gelatin dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710311,Gelatin dessert with fruit,0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.06,0.06,7.0,1.0,0.0,0.4,11.0,11.0,11.0,11.0,0.0,2.0
2710312,Gelatin salad with vegetables,0.0,0.0,0.0,0.0,312.0,312.0,312.0,0.06,0.06,0.0,4.0,145.0,3.5,96.0,96.0,96.0,96.0,0.0,32.0
2710313,"Gelatin dessert, sugar free",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710314,"Gelatin dessert, sugar free, with fruit",0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.06,0.06,7.0,0.6,0.0,0.4,11.0,11.0,11.0,11.0,0.0,2.0
2710315,Yokan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,14.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2710316,Haupia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,7.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2710317,Italian Ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710318,"Italian Ice, no sugar added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710319,"Popsicle, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710320,Popsicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710321,"Popsicle, no sugar added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710322,Freezer pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710323,Snow cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710324,"Snow cone, no sugar added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710325,"Candy, NFS",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,11.5,0.0,1.6,2.0,2.0,2.0,2.0,0.0,15.0
2710326,"Almonds, chocolate covered candy",35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,9.87,0.0,48.5,0.0,3.4,4.0,4.0,4.0,4.0,0.0,35.0
2710327,"Chocolate candy, other, NFS",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,46.1,0.0,5.7,6.0,6.0,6.0,6.0,0.0,59.0
2710328,Chocolate candy,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,46.1,0.0,5.7,6.0,6.0,6.0,6.0,0.0,59.0
2710329,"Chocolate candy with nuts, other, NFS",47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39,0.0,49.8,0.0,4.6,5.0,5.0,5.0,5.0,0.0,47.0
2710330,Chocolate candy with nuts,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39,0.0,49.8,0.0,4.6,5.0,5.0,5.0,5.0,0.0,47.0
2710331,Chocolate candy with cereal,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,45.8,0.0,5.7,6.0,6.0,6.0,6.0,0.0,65.0
2710332,"Chocolate candy, cookie filled",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,26.0,0.0,5.4,14.0,14.0,14.0,14.0,0.0,22.0
