fdc_id,description,Retinol (UG),Lycopene (UG),cis_Lycopene (UG),trans_Lycopene (UG),Carotene_beta (UG),cis_beta_Carotene (UG),trans_beta_Carotene (UG),Vitamin_E_alpha_tocopherol (MG),Tocopherols_and_tocotrienols (MG),Cryptoxanthin_beta (UG),Choline_total (MG),Carotene_alpha (UG),Vitamin_K_phylloquinone (UG),Zeaxanthin (UG),Lutein (UG),Lutein_plus_zeaxanthin (UG),cis_Lutein/Zeaxanthin (UG),Vitamin_D_D2_plus_D3 (UG),Vitamin_A_RAE (UG)
2705384,"Milk, NFS",57.0,0.0,0.0,0.0,4.0,4.0,4.0,0.03,0.03,0.0,17.9,0.0,0.2,0.0,0.0,0.0,0.0,1.1,58.0
2705385,"Milk, whole",31.0,0.0,0.0,0.0,7.0,7.0,7.0,0.05,0.05,0.0,17.8,0.0,0.3,0.0,0.0,0.0,0.0,1.1,32.0
2705386,"Milk, reduced fat (2%)",83.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.0,18.2,0.0,0.2,0.0,0.0,0.0,0.0,1.1,83.0
2705387,"Milk, low fat (1%)",58.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,17.4,0.0,0.1,0.0,0.0,0.0,0.0,1.1,58.0
2705388,"Milk, fat free (skim)",64.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,64.0
2705389,"Milk, lactose free, low fat (1%)",58.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,17.4,0.0,0.1,0.0,0.0,0.0,0.0,1.1,58.0
2705390,"Milk, lactose free, fat free (skim)",64.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,64.0
2705391,"Milk, lactose free, reduced fat (2%)",83.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.0,18.2,0.0,0.2,0.0,0.0,0.0,0.0,1.1,83.0
2705392,"Milk, lactose free, whole",31.0,0.0,0.0,0.0,7.0,7.0,7.0,0.05,0.05,0.0,17.8,0.0,0.3,0.0,0.0,0.0,0.0,1.1,32.0
2705393,Buttermilk,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,17.7,0.0,0.1,0.0,0.0,0.0,0.0,0.5,36.0
2705394,Kefir,174.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,15.2,0.0,0.6,0.0,0.0,0.0,0.0,1.0,174.0
2705395,Goat milk,56.0,0.0,0.0,0.0,7.0,7.0,7.0,0.07,0.07,0.0,16.0,0.0,0.3,0.0,0.0,0.0,0.0,1.3,57.0
2705396,"Milk, dry, reconstituted, nonfat",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
2705397,"Milk, dry, reconstituted, whole",39.0,0.0,0.0,0.0,8.0,8.0,8.0,0.09,0.09,0.0,18.2,0.0,0.3,0.0,0.0,0.0,0.0,1.6,39.0
2705398,"Milk, evaporated, NS as to fat content",64.0,0.0,0.0,0.0,12.0,12.0,12.0,0.14,0.14,0.0,31.8,0.0,0.5,0.0,0.0,0.0,0.0,2.0,65.0
2705399,"Milk, evaporated, whole",64.0,0.0,0.0,0.0,12.0,12.0,12.0,0.14,0.14,0.0,31.8,0.0,0.5,0.0,0.0,0.0,0.0,2.0,65.0
2705400,"Milk, evaporated, reduced fat (2%)",130.0,0.0,0.0,0.0,3.0,3.0,3.0,0.05,0.05,0.0,25.1,0.0,0.2,0.0,0.0,0.0,0.0,2.0,131.0
2705401,"Milk, evaporated, fat free (skim)",118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118.0
2705402,"Milk, condensed, sweetened",73.0,0.0,0.0,0.0,14.0,14.0,14.0,0.16,0.16,0.0,89.1,0.0,0.6,0.0,0.0,0.0,0.0,0.2,74.0
2705403,"Non-dairy milk, NFS",35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,2.07,0.0,6.8,0.0,0.9,3.0,3.0,3.0,3.0,1.0,35.0
2705404,"Soy milk, sweetened",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,22.7,0.0,2.9,8.0,8.0,8.0,8.0,0.7,56.0
2705405,"Soy milk, unsweetened",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,23.6,0.0,3.0,8.0,8.0,8.0,8.0,0.7,58.0
2705406,"Soy milk, chocolate",54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,21.9,0.0,2.8,8.0,8.0,8.0,8.0,0.6,54.0
2705407,"Almond milk, sweetened",39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.19,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,39.0
2705408,"Almond milk, chocolate",38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.08,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,38.0
2705409,"Almond milk, unsweetened",41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,3.32,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,41.0
2705410,"Almond milk, NFS",41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,3.28,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,41.0
2705411,Rice milk,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,2.1,0.0,0.2,0.0,0.0,0.0,0.0,1.0,63.0
2705412,Oat milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,2.0,0.0,1.5,9.0,9.0,9.0,9.0,1.7,0.0
2705413,Coconut milk,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0
2705414,"Yogurt, NFS",25.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03,0.03,0.0,14.8,0.0,0.1,0.0,0.0,0.0,0.0,0.6,25.0
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.05,0.05,0.0,14.6,0.0,0.1,0.0,0.0,0.0,0.0,0.9,9.0
2705416,"Yogurt, NS as to type of milk or flavor",12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,14.5,0.0,0.2,0.0,0.0,0.0,0.0,1.2,12.0
2705417,"Yogurt, NS as to type of milk, plain",14.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,15.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,14.0
2705418,"Yogurt, whole milk, plain",48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,15.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,48.0
2705419,"Yogurt, low fat milk, plain",14.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,15.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,14.0
2705420,"Yogurt, nonfat milk, plain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0
2705421,"Yogurt, Greek, NS as to type of milk, plain",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,15.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.0
2705422,"Yogurt, Greek, whole milk, plain",38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2705423,"Yogurt, Greek, low fat milk, plain",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,15.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.0
2705424,"Yogurt, Greek, nonfat milk, plain",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2705425,"Yogurt, NS as to type of milk, fruit",12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,14.5,0.0,0.2,0.0,0.0,0.0,0.0,1.2,12.0
2705426,"Yogurt, whole milk, fruit",41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,14.5,0.0,0.2,0.0,0.0,0.0,0.0,1.2,41.0
2705427,"Yogurt, low fat milk, fruit",12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,14.5,0.0,0.2,0.0,0.0,0.0,0.0,1.2,12.0
2705428,"Yogurt, nonfat milk, fruit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.05,0.05,0.0,14.6,0.0,0.1,0.0,0.0,0.0,0.0,0.9,9.0
2705430,"Yogurt, Greek, whole milk, fruit",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,34.0
2705431,"Yogurt, Greek, low fat milk, fruit",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.05,0.05,0.0,14.6,0.0,0.1,0.0,0.0,0.0,0.0,0.9,9.0
2705432,"Yogurt, Greek, nonfat milk, fruit",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,13.1,0.0,0.2,0.0,0.0,0.0,0.0,1.2,12.0
2705434,"Yogurt, whole milk, flavors other than fruit",41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,13.1,0.0,0.2,0.0,0.0,0.0,0.0,1.2,41.0
2705435,"Yogurt, low fat milk, flavors other than fruit",12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,13.1,0.0,0.2,0.0,0.0,0.0,0.0,1.2,12.0
2705436,"Yogurt, nonfat milk, flavors other than fruit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,13.5,0.0,0.1,0.0,0.0,0.0,0.0,0.9,9.0
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,34.0
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04,0.04,0.0,13.5,0.0,0.1,0.0,0.0,0.0,0.0,0.9,9.0
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0
2705441,"Yogurt, Greek, with oats",7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.54,0.54,0.0,16.7,0.0,1.2,24.0,24.0,24.0,24.0,0.7,7.0
2705442,"Yogurt, liquid",10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03,0.03,0.0,11.6,0.0,0.1,0.0,0.0,0.0,0.0,1.2,10.0
2705443,Yogurt tube,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03,0.03,0.0,14.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,9.0
2705444,"Chipotle dip, yogurt based",73.0,0.0,0.0,0.0,16.0,16.0,16.0,0.68,0.68,2.0,18.6,1.0,32.0,17.0,17.0,17.0,17.0,0.0,74.0
2705445,"Onion dip, yogurt based",66.0,0.0,0.0,0.0,5.0,5.0,5.0,0.53,0.53,1.0,17.7,0.0,25.0,3.0,3.0,3.0,3.0,0.2,66.0
2705446,"Ranch dip, yogurt based",73.0,0.0,0.0,0.0,17.0,17.0,17.0,0.75,0.75,1.0,20.5,0.0,44.9,27.0,27.0,27.0,27.0,0.0,74.0
2705447,"Spinach dip, yogurt based",66.0,0.0,0.0,0.0,556.0,556.0,556.0,0.8,0.8,1.0,19.1,0.0,66.2,1197.0,1197.0,1197.0,1197.0,0.2,112.0
2705448,Tzatziki dip,21.0,0.0,0.0,0.0,17.0,17.0,17.0,0.74,0.74,10.0,11.0,4.0,9.8,9.0,9.0,9.0,9.0,0.0,23.0
2705449,"Vegetable dip, yogurt based",73.0,0.0,0.0,0.0,17.0,17.0,17.0,0.75,0.75,1.0,19.4,0.0,44.9,27.0,27.0,27.0,27.0,0.0,74.0
2705450,"Yogurt parfait, with fruit",6.0,0.0,0.0,0.0,5.0,5.0,5.0,0.38,0.38,0.0,12.7,0.0,2.8,24.0,24.0,24.0,24.0,0.6,7.0
2705451,"Frozen yogurt, NFS",48.0,0.0,0.0,0.0,9.0,9.0,9.0,0.09,0.09,0.0,23.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,49.0
2705452,"Frozen yogurt, vanilla",48.0,0.0,0.0,0.0,9.0,9.0,9.0,0.09,0.09,0.0,23.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,49.0
2705453,"Frozen yogurt, chocolate",38.0,0.0,0.0,0.0,9.0,9.0,9.0,0.09,0.09,0.0,14.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,39.0
2705454,"Frozen yogurt, soft serve, vanilla",58.0,0.0,0.0,0.0,11.0,11.0,11.0,0.11,0.11,0.0,20.2,0.0,0.3,0.0,0.0,0.0,0.0,0.1,59.0
2705455,"Frozen yogurt, soft serve, chocolate",57.0,0.0,0.0,0.0,11.0,11.0,11.0,0.11,0.11,0.0,20.0,0.0,0.3,1.0,1.0,1.0,1.0,0.1,58.0
2705456,Frozen yogurt sandwich,37.0,0.0,0.0,0.0,7.0,7.0,7.0,0.25,0.25,0.0,20.9,0.0,0.8,3.0,3.0,3.0,3.0,0.1,38.0
2705457,"Frozen yogurt bar, vanilla",48.0,0.0,0.0,0.0,9.0,9.0,9.0,0.09,0.09,0.0,23.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,49.0
2705458,"Frozen yogurt bar, chocolate",38.0,0.0,0.0,0.0,9.0,9.0,9.0,0.09,0.09,0.0,14.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,39.0
2705459,"Frozen yogurt cone, chocolate",36.0,0.0,0.0,0.0,9.0,9.0,9.0,0.12,0.12,0.0,13.9,0.0,0.4,1.0,1.0,1.0,1.0,0.1,37.0
2705460,"Frozen yogurt cone, vanilla",46.0,0.0,0.0,0.0,9.0,9.0,9.0,0.12,0.12,0.0,22.6,0.0,0.4,1.0,1.0,1.0,1.0,0.1,47.0
2705461,"Frozen yogurt cone, vanilla, waffle cone",45.0,0.0,0.0,0.0,8.0,8.0,8.0,0.09,0.09,0.0,22.2,0.0,0.4,1.0,1.0,1.0,1.0,0.1,46.0
2705462,"Frozen yogurt cone, chocolate, waffle cone",36.0,0.0,0.0,0.0,8.0,8.0,8.0,0.09,0.09,0.0,13.8,0.0,0.4,1.0,1.0,1.0,1.0,0.1,37.0
2705463,"Baby Toddler food, NFS",1.0,0.0,0.0,0.0,855.0,855.0,855.0,0.37,0.37,4.0,20.0,183.0,6.1,298.0,298.0,298.0,298.0,0.2,80.0
2705464,"Baby Toddler yogurt, plain",48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,15.2,0.0,0.2,0.0,0.0,0.0,0.0,1.2,48.0
2705465,"Baby Toddler yogurt, with fruit",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,14.7,0.0,0.2,0.0,0.0,0.0,0.0,1.2,43.0
2705466,"Chocolate milk, NFS",54.0,0.0,0.0,0.0,4.0,4.0,4.0,0.01,0.01,0.0,16.6,0.0,0.1,0.0,0.0,0.0,0.0,1.1,55.0
2705467,"Chocolate milk, whole",26.0,0.0,0.0,0.0,7.0,7.0,7.0,0.07,0.07,0.0,17.0,0.0,0.3,0.0,0.0,0.0,0.0,1.3,27.0
2705468,"Chocolate milk, reduced fat (2%)",63.0,0.0,0.0,0.0,11.0,11.0,11.0,0.04,0.04,0.0,17.1,0.0,0.2,0.0,0.0,0.0,0.0,1.2,64.0
2705469,"Chocolate milk, fat free (skim)",63.0,0.0,0.0,0.0,11.0,11.0,11.0,0.04,0.04,0.0,15.6,0.0,0.2,0.0,0.0,0.0,0.0,1.1,64.0
2705470,"Chocolate milk, low fat (1%)",51.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,52.0
2705471,"Chocolate milk, reduced sugar, NFS",50.0,0.0,0.0,0.0,4.0,4.0,4.0,0.03,0.03,0.0,15.8,0.0,0.2,0.0,0.0,0.0,0.0,1.0,50.0
2705472,"Hot chocolate / cocoa, NFS",34.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03,0.03,0.0,9.3,0.0,0.2,1.0,1.0,1.0,1.0,0.4,34.0
2705473,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk",68.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,14.2,0.0,0.2,1.0,1.0,1.0,1.0,0.9,68.0
2705474,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",52.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,14.2,0.0,0.0,1.0,1.0,1.0,1.0,0.9,52.0
2705475,"Hot chocolate / cocoa, made with non-dairy milk",29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.69,0.0,5.7,0.0,0.8,3.0,3.0,3.0,3.0,0.8,29.0
2705476,"Hot chocolate / cocoa, with whipped cream",77.0,0.0,0.0,0.0,2.0,2.0,2.0,0.06,0.06,0.0,14.3,0.0,0.3,1.0,1.0,1.0,1.0,0.9,77.0
2705477,"Chocolate milk, Nesquik, NS as to type of milk",54.0,0.0,0.0,0.0,4.0,4.0,4.0,0.03,0.03,0.0,17.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,54.0
2705478,"Chocolate milk, Nesquik, made with non-dairy milk",33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.95,0.0,6.6,0.0,0.9,3.0,3.0,3.0,3.0,0.9,33.0
2705479,"Chocolate milk, reduced sugar, whole",27.0,0.0,0.0,0.0,6.0,6.0,6.0,0.04,0.04,0.0,15.7,0.0,0.3,0.0,0.0,0.0,0.0,1.0,28.0
2705480,"Chocolate milk, reduced sugar, reduced fat (2%)",73.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.0,16.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,73.0
2705481,"Chocolate milk, reduced sugar, low fat (1%)",51.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,15.3,0.0,0.1,0.0,0.0,0.0,0.0,1.0,51.0
2705482,"Chocolate milk, reduced sugar, fat free (skim)",56.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0
2705483,"Hot chocolate / cocoa, dry mix, made with water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,4.5,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0
2705484,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",72.0,0.0,0.0,0.0,3.0,3.0,3.0,0.05,0.05,0.0,19.4,0.0,0.3,1.0,1.0,1.0,1.0,1.0,72.0
2705485,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",56.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,19.4,0.0,0.1,1.0,1.0,1.0,1.0,1.0,56.0
2705486,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,0.0,10.3,0.0,0.9,4.0,4.0,4.0,4.0,0.9,31.0
2705487,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,4.9,0.0,0.2,1.0,1.0,1.0,1.0,0.1,12.0
2705488,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0
2705489,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",77.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.0,25.3,0.0,0.2,1.0,1.0,1.0,1.0,1.0,77.0
2705490,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.69,0.0,5.7,0.0,0.8,3.0,3.0,3.0,3.0,0.8,29.0
2705491,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",68.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.03,0.0,14.2,0.0,0.2,1.0,1.0,1.0,1.0,0.9,68.0
2705492,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",59.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,25.3,0.0,0.1,1.0,1.0,1.0,1.0,1.0,59.0
2705493,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",52.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,14.2,0.0,0.0,1.0,1.0,1.0,1.0,0.9,52.0
2705494,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.91,0.0,15.6,0.0,0.9,4.0,4.0,4.0,4.0,0.9,33.0
2705495,"Strawberry milk, NFS",55.0,0.0,0.0,0.0,4.0,4.0,4.0,0.03,0.03,0.0,17.2,0.0,0.2,0.0,0.0,0.0,0.0,1.1,55.0
2705496,"Strawberry milk, whole",29.0,0.0,0.0,0.0,6.0,6.0,6.0,0.05,0.05,0.0,16.5,0.0,0.3,0.0,0.0,0.0,0.0,1.0,30.0
2705497,"Strawberry milk, reduced fat (2%)",78.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.0,17.1,0.0,0.2,0.0,0.0,0.0,0.0,1.0,78.0
2705498,"Strawberry milk, low fat (1%)",54.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,16.1,0.0,0.1,0.0,0.0,0.0,0.0,1.0,54.0
2705499,"Strawberry milk, fat free  (skim)",59.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0
2705500,"Strawberry milk, reduced sugar",56.0,0.0,0.0,0.0,4.0,4.0,4.0,0.03,0.03,0.0,17.6,0.0,0.2,0.0,0.0,0.0,0.0,1.1,56.0
2705501,"Milk, malted",114.0,0.0,0.0,0.0,4.0,4.0,4.0,0.56,0.56,0.0,17.2,0.0,0.2,0.0,0.0,0.0,0.0,1.4,114.0
2705502,Eggnog,58.0,0.0,0.0,0.0,7.0,7.0,7.0,0.21,0.21,0.0,52.2,0.0,0.3,54.0,54.0,54.0,54.0,1.2,59.0
2705503,"Milk shake, home recipe, chocolate",63.0,0.0,0.0,0.0,12.0,12.0,12.0,0.14,0.14,0.0,19.6,0.0,0.3,0.0,0.0,0.0,0.0,0.8,64.0
2705504,"Milk shake, home recipe, flavors other than chocolate",61.0,0.0,0.0,0.0,11.0,11.0,11.0,0.14,0.14,0.0,20.7,0.0,0.3,0.0,0.0,0.0,0.0,0.8,63.0
2705505,"Milk shake, home recipe, chocolate, light",59.0,0.0,0.0,0.0,52.0,52.0,52.0,0.09,0.09,0.0,18.2,0.0,0.3,0.0,0.0,0.0,0.0,0.7,63.0
2705506,"Milk shake, home recipe, flavors other than chocolate, light",83.0,0.0,0.0,0.0,6.0,6.0,6.0,0.06,0.06,0.0,20.5,0.0,0.2,0.0,0.0,0.0,0.0,0.7,83.0
2705507,Milk shake with malt,61.0,0.0,0.0,0.0,11.0,11.0,11.0,0.15,0.15,0.0,22.1,0.0,0.5,0.0,0.0,0.0,0.0,0.8,63.0
2705508,"Milk shake, fast food, chocolate",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,27.0,0.0,0.4,1.0,1.0,1.0,1.0,0.0,89.0
2705509,"Milk shake, fast food, flavors other than chocolate",91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,27.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,91.0
2705510,"Milk shake, bottled, chocolate",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,27.0,0.0,0.4,1.0,1.0,1.0,1.0,0.0,89.0
2705511,"Milk shake, bottled, flavors other than chocolate",91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,27.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,91.0
2705512,Licuado or Batido,36.0,0.0,0.0,0.0,5.0,5.0,5.0,0.08,0.08,0.0,13.9,1.0,0.4,7.0,7.0,7.0,7.0,0.7,37.0
2705513,"Fruit smoothie, NFS",19.0,0.0,0.0,0.0,12.0,12.0,12.0,0.16,0.16,0.0,11.8,1.0,3.3,19.0,19.0,19.0,19.0,0.6,20.0
2705514,"Fruit smoothie, with whole fruit and dairy",19.0,0.0,0.0,0.0,12.0,12.0,12.0,0.16,0.16,0.0,11.8,1.0,3.3,19.0,19.0,19.0,19.0,0.6,20.0
2705515,"Fruit smoothie, with whole fruit and dairy, added protein",20.0,0.0,0.0,0.0,12.0,12.0,12.0,0.16,0.16,0.0,25.5,0.0,3.5,17.0,17.0,17.0,17.0,0.7,21.0
2705516,"Fruit smoothie juice drink, with dairy",1.0,0.0,0.0,0.0,7.0,7.0,7.0,0.03,0.03,0.0,4.0,5.0,0.3,17.0,17.0,17.0,17.0,0.0,2.0
2705517,Chocolate milk drink,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,3.3,0.0,0.1,1.0,1.0,1.0,1.0,1.3,60.0
2705518,"Infant formula, NFS",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,15.4,0.0,5.6,0.0,0.0,0.0,0.0,1.0,59.0
2705519,"Infant formula, Similac, NFS",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,15.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,59.0
2705520,"Infant formula, Similac Alimentum, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.0,8.0,0.0,9.8,0.0,0.0,0.0,0.0,0.7,59.0
2705521,"Infant formula, Similac Alimentum, powder, made with water",59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.0,8.0,0.0,9.8,0.0,0.0,0.0,0.0,0.7,59.0
2705522,"Infant formula, Similac Advance, ready-to-feed",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,15.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,59.0
